Position in alignment, Recombination breakpoint number (200nt win), Upper 99% CI, Lower 99% CI, Upper 95% CI, Lower 95% CI,Bottom
4611,1.032164,6.43037,1.44E-02,5.312249,9.77E-02,0.01437838
4613,1.021628,6.221034,1.13E-02,5.29896,9.87E-02,0.01127457
4615,1.011509,6.124354,1.06E-02,5.290768,9.79E-02,0.01060674
4617,1.005794,6.091519,1.05E-02,5.291883,9.69E-02,0.01051641
4619,1.003207,6.061023,1.04E-02,5.281513,9.58E-02,0.01042686
4621,1.000646,6.054951,1.03E-02,5.270748,9.49E-02,0.01034043
4623,0.9971015,6.040419,1.03E-02,5.255707,9.38E-02,0.01030301
4625,0.993552,6.011412,1.03E-02,5.306125,9.27E-02,0.01029125
4627,0.9899186,5.944818,1.03E-02,5.318222,0.1075332,0.01027948
4629,0.9862331,5.906363,1.03E-02,5.275058,0.1077451,0.01026772
4631,0.9824951,5.884898,1.03E-02,5.168327,0.1065498,0.01025595
4633,0.9474798,5.890956,1.02E-02,5.185403,0.1047916,0.01021779
4635,0.8812069,5.904562,1.02E-02,5.160722,8.29E-02,0.01015322
4637,0.8264546,5.910149,1.01E-02,5.154392,7.94E-02,0.01013641
4639,0.7958889,5.92276,1.01E-02,5.131763,7.61E-02,0.01012219
4641,0.7895657,5.935608,1.00E-02,5.078942,7.26E-02,0.01004453
4643,0.7833394,5.948575,1.00E-02,5.058221,7.02E-02,0.01004329
4645,0.8043334,5.961541,1.00E-02,5.089718,6.79E-02,0.01004204
4647,0.8253276,6.190062,0.0100408,5.160261,6.56E-02,0.0100408
4649,0.8510283,6.316234,9.99E-03,5.163053,6.23E-02,0.009993829
4651,0.8794633,6.316167,9.95E-03,5.248029,0.0591017,0.009946855
4653,0.8899471,6.315842,9.80E-03,5.253513,5.96E-02,0.009799487
4655,0.9483711,6.746006,9.77E-03,5.266271,6.31E-02,0.009769319
4657,1.032611,6.815746,9.74E-03,5.254593,6.66E-02,0.009739216
4659,1.03838,6.824707,9.71E-03,5.275095,7.02E-02,0.009709115
4661,1.043829,6.833671,9.68E-03,5.282762,6.94E-02,0.009679014
4663,1.047163,6.842994,9.62E-03,5.285832,6.60E-02,0.009617814
4665,1.048375,6.847418,9.55E-03,5.284342,6.31E-02,0.009548039
4667,1.04833,6.850931,9.42E-03,5.281253,5.93E-02,0.009422869
4669,1.047657,6.844195,9.23E-03,5.27157,6.10E-02,0.009233941
4671,1.03446,6.806057,9.15E-03,5.000313,0.0464076,0.009153589
4673,1.023214,6.763155,9.10E-03,5.004557,5.07E-02,0.009100613
4675,1.018327,6.713925,9.02E-03,4.980403,5.04E-02,0.009020251
4677,1.017372,6.676237,8.94E-03,4.991049,5.21E-02,0.008935391
4679,1.013463,6.660333,5.09E-03,4.993645,6.28E-02,0.005090112
4681,1.011011,6.661018,4.78E-03,4.999341,7.17E-02,0.004777361
4683,1.011037,6.661543,4.47E-03,5.005643,7.49E-02,0.004465118
4685,1.013179,6.65881,4.39E-03,5.01315,0.0791597,0.004393603
4687,1.015655,6.626994,4.32E-03,5.02512,8.37E-02,0.004321772
4689,1.017295,6.562955,4.25E-03,4.950825,8.57E-02,0.004249436
4691,1.015788,6.329627,5.18E-03,4.920331,8.64E-02,0.005182568
4693,1.014497,6.020221,5.85E-03,4.950384,8.55E-02,0.005854222
4695,1.013996,6.017353,6.54E-03,4.930076,8.43E-02,0.006539532
4697,1.013516,6.015222,7.24E-03,4.917655,8.31E-02,0.007238502
4699,1.01297,6.011676,7.99E-03,4.980318,0.0898869,0.007992871
4701,1.011972,6.009764,8.93E-03,4.919608,0.1004176,0.008925026
4703,1.010591,6.009634,9.92E-03,4.91595,9.61E-02,0.00992226
4705,1.009324,6.003977,1.09E-02,4.929247,9.22E-02,0.01086479
4707,1.00966,6.004986,1.21E-02,4.957932,9.04E-02,0.01207192
4709,1.011063,6.005306,1.27E-02,4.959566,0.0886137,0.01272162
4711,1.012453,6.014609,1.52E-02,5.005141,8.85E-02,0.01518813
4713,1.013868,6.015519,1.78E-02,5.041992,9.25E-02,0.01780282
4715,1.015302,6.015552,2.05E-02,5.045928,0.1128937,0.02049763
4717,1.015996,5.973864,2.20E-02,5.05055,0.1133368,0.02200191
4719,1.015983,5.865287,2.15E-02,5.055796,0.118105,0.02145301
4721,1.016283,5.773273,0.0204524,5.064714,0.1181474,0.0204524
4723,1.016794,5.74016,0.0197074,5.053067,0.1165417,0.0197074
4725,1.015779,5.757975,1.92E-02,5.030142,0.1377467,0.01922888
4727,1.022775,5.75838,1.90E-02,5.002667,0.1409128,0.01895766
4729,1.025617,5.757004,1.88E-02,5.0094,0.1315602,0.01878292
4731,1.032548,5.654316,2.11E-02,5.042654,0.1727453,0.02113391
4733,1.031693,5.68512,3.32E-02,5.076192,0.1811122,0.03317916
4735,1.03001,5.7147,3.59E-02,5.069431,0.19331,0.03593082
4737,1.025655,5.733696,3.87E-02,4.882349,0.1879438,0.03874572
4739,1.021124,5.76673,3.97E-02,4.83021,0.1812153,0.03972604
4741,1.018121,5.776111,3.56E-02,4.804381,0.1806087,0.03561979
4743,1.015697,5.823771,3.17E-02,4.780573,0.1714652,0.03174367
4745,1.014389,6.014008,3.20E-02,4.769053,0.178687,0.03197224
4747,1.013083,6.019031,3.33E-02,4.757532,0.1946255,0.03332364
4749,1.011749,6.039254,3.38E-02,4.762236,0.2126928,0.03379673
4751,1.011181,6.040915,3.49E-02,4.716475,0.2170628,0.03490998
4753,1.01037,6.020662,3.58E-02,4.681768,0.2319031,0.03583884
4755,1.00917,6.010408,3.66E-02,4.673337,0.2336825,0.03657672
4757,1.007623,6.008612,3.69E-02,4.690203,0.2293907,0.03690328
4759,1.00557,6.007419,0.0322682,4.703263,0.2315431,0.0322682
4761,1.003994,6.07101,0.0233982,4.722067,0.2321568,0.0233982
4763,1.002808,6.124701,2.22E-02,4.778711,0.2361532,0.02215409
4765,1.00162,6.136635,2.09E-02,4.777123,0.2532899,0.02090999
4767,1.000441,6.124836,1.97E-02,4.862477,0.244145,0.01966589
4769,0.9992723,6.039011,1.84E-02,4.845826,0.2481409,0.01842179
4771,0.9981032,5.968069,1.72E-02,4.819815,0.2521368,0.01717769
4773,0.9968692,5.964018,1.59E-02,4.802892,0.2561328,0.01593359
4775,0.9955704,5.955646,1.52E-02,4.755243,0.2543733,0.01521693
4777,0.9942747,5.946209,1.51E-02,4.659871,0.2510053,0.01506514
4779,0.9929789,5.940138,1.49E-02,4.643815,0.2528862,0.01490276
4781,0.9916832,5.935694,1.47E-02,4.627759,0.2547671,0.01474038
4783,0.9938044,5.939795,1.46E-02,4.673737,0.2614916,0.01460588
4785,0.994106,5.901367,1.29E-02,4.612782,0.2685816,0.01294242
4787,0.9796485,5.879056,1.51E-02,4.619413,0.2704005,0.01505271
4789,0.9735574,5.86474,2.99E-02,4.586691,0.246421,0.02987725
4791,0.9658156,5.859784,3.40E-02,4.606459,0.2471638,0.03400433
4793,0.9574535,5.853096,3.39E-02,4.63442,0.2492141,0.03391337
4795,0.9490786,5.845328,0.0338224,4.662101,0.2474578,0.0338224
4797,0.943162,5.839431,3.06E-02,4.690047,0.2488476,0.03059748
4799,0.9395268,5.809105,0.0271404,4.877296,0.2464617,0.0271404
4801,0.9376552,5.777171,0.0236531,4.791864,0.2482645,0.0236531
4803,0.9376556,5.748765,0.0202051,4.722924,0.2542794,0.0202051
4805,0.9370558,5.662198,1.66E-02,4.73995,0.2780579,0.01657373
4807,0.9379607,5.605342,1.35E-02,4.817746,0.2287447,0.01349278
4809,0.9381821,5.699648,1.11E-02,4.815111,0.1886195,0.01109157
4811,0.937453,5.728493,1.08E-02,4.79512,0.1391754,0.01084218
4813,0.9367195,5.762882,1.08E-02,4.724861,0.1286495,0.01083318
4815,0.9359874,5.7922,1.08E-02,4.75925,0.1290054,0.01082504
4817,0.9339823,5.817305,1.06E-02,4.827895,0.1290483,0.01056251
4819,0.9776407,5.831892,1.03E-02,4.814321,0.1291081,0.01028623
4821,1.035242,5.83967,9.99E-03,4.746474,0.129168,0.009987263
4823,1.107772,5.84093,9.91E-03,4.748948,0.1292278,0.009908862
4825,1.258022,5.833848,9.83E-03,4.774214,0.1291517,0.009830462
4827,1.342355,5.88723,9.76E-03,4.698413,0.1310005,0.009764191
4829,1.360298,5.846292,9.69E-03,4.669996,0.1307256,0.009687971
4831,1.378408,5.903166,9.60E-03,4.694768,0.1325427,0.009600724
4833,1.396731,5.912378,9.49E-03,4.783434,0.1353928,0.009489113
4835,1.411791,6.013056,9.46E-03,4.94825,0.1402272,0.009464145
4837,1.424135,6.034539,9.53E-03,4.937675,0.1436883,0.009527864
4839,1.427786,6.046014,9.77E-03,4.984498,0.1458351,0.009768427
4841,1.422739,6.039979,1.01E-02,5.065729,0.1453082,0.01010608
4843,1.417629,6.037454,1.07E-02,5.088528,0.1465043,0.01066924
4845,1.385158,6.038445,0.0116334,5.115463,0.147888,0.0116334
4847,1.352547,6.047796,1.16E-02,5.130409,0.1515342,0.01155008
4849,1.317202,6.018316,1.13E-02,5.136375,0.1725354,0.01133972
4851,1.279012,6.025632,1.12E-02,5.144298,0.1816398,0.01116493
4853,1.243549,6.032948,1.10E-02,5.100658,0.1812213,0.01099014
4855,1.182207,6.005405,1.08E-02,5.039867,0.1767836,0.01075033
4857,1.09788,5.986038,0.0104596,5.00379,0.1724198,0.0104596
4859,1.094911,5.99035,1.02E-02,4.999093,0.1743419,0.01024322
4861,1.09204,5.996859,1.00E-02,5.010262,0.1802665,0.01002546
4863,1.088331,6.003968,9.82E-03,4.970835,0.1827735,0.009818829
4865,1.083789,5.992858,9.37E-03,4.925189,0.1822449,0.009368693
4867,1.085437,5.994749,9.19E-03,4.907035,0.1820607,0.009189619
4869,1.082476,5.974459,1.03E-02,4.885051,0.1822208,0.01030943
4871,1.086607,6.003294,1.14E-02,4.858195,0.1824274,0.01143354
4873,1.085916,5.93742,4.32E-02,4.834443,0.1818594,0.04318439
4875,1.083538,5.929904,4.46E-02,4.817296,0.1809309,0.04460282
4877,1.081898,5.914923,4.60E-02,4.806588,0.1803042,0.04602125
4879,1.080998,5.889774,4.65E-02,4.804899,0.1833608,0.04645415
4881,1.082014,5.860549,4.37E-02,4.787663,0.1799577,0.04371241
4883,1.083425,5.827583,4.24E-02,4.797458,0.1777422,0.04243258
4885,1.0782,5.829146,4.13E-02,4.801153,0.1778791,0.04131714
4887,1.07278,5.622624,4.03E-02,4.738381,0.178495,0.04032905
4889,1.069996,5.6217,3.95E-02,4.794737,0.1789792,0.03952175
4891,1.07261,5.62547,3.91E-02,4.813535,0.1794634,0.03908899
4893,1.075188,5.653325,3.88E-02,4.812916,0.1803578,0.03880811
4895,1.077583,5.677157,3.82E-02,4.81516,0.1818816,0.03815385
4897,1.077042,5.678377,3.72E-02,4.798027,0.1791978,0.03716835
4899,1.076717,5.688761,3.75E-02,4.789327,0.1692275,0.03754588
4901,1.076098,5.698261,3.80E-02,4.800256,0.1571875,0.03802384
4903,1.075189,5.715205,3.83E-02,4.81597,0.1661648,0.03826714
4905,1.072069,5.725781,3.86E-02,4.822916,0.1711798,0.03863992
4907,1.068991,5.7377,3.42E-02,4.773944,0.1537507,0.03423037
4909,1.065744,5.750293,2.65E-02,4.765914,0.150496,0.02646465
4911,1.073701,5.760648,3.34E-02,4.762535,0.1490728,0.03341173
4913,1.080766,5.76958,4.17E-02,4.772019,0.1477774,0.04173776
4915,1.08389,5.777285,4.34E-02,4.80392,0.1539396,0.04342444
4917,1.096083,5.781762,0.0439783,4.865767,0.1945001,0.0439783
4919,1.104804,5.777365,3.61E-02,4.877082,0.1915061,0.03612561
4921,1.103292,5.76626,0.0328382,4.821647,0.1888387,0.0328382
4923,1.099935,5.757312,3.31E-02,4.790929,0.1862538,0.03309554
4925,1.096467,5.747023,3.39E-02,4.792423,0.1837537,0.03389161
4927,1.095706,5.732603,3.23E-02,4.806676,0.1866313,0.03227852
4929,1.101043,5.72742,3.23E-02,4.81529,0.1881239,0.03226806
4931,1.09652,5.671292,0.0142048,4.770661,0.190065,0.0142048
4933,1.097651,5.641562,0.0142179,4.765281,0.1985197,0.0142179
4935,1.097944,5.577296,0.0141653,4.745195,0.1968267,0.0141653
4937,1.099208,5.567369,0.014047,4.763338,0.1982834,0.014047
4939,1.100169,5.573772,1.40E-02,4.744183,0.2005208,0.01398984
4941,1.101553,5.58208,1.39E-02,4.870691,0.2034066,0.01393268
4943,1.10286,5.652504,1.40E-02,4.980024,0.2164003,0.01402141
4945,1.103968,5.743363,1.42E-02,4.891201,0.2304627,0.01423637
4947,1.105451,5.788215,1.47E-02,4.914169,0.2399727,0.01471758
4949,1.107383,5.785951,1.74E-02,4.893735,0.2239182,0.01742405
4951,1.109501,5.783553,1.74E-02,4.88156,0.2178437,0.01739721
4953,1.11061,5.779486,1.74E-02,4.91551,0.217879,0.01737037
4955,1.110856,5.775852,1.73E-02,4.935018,0.2178961,0.01734354
4957,1.111449,5.772673,0.0173167,4.934899,0.2179124,0.0173167
4959,1.112042,5.771301,2.72E-02,4.93759,0.2179286,0.02717099
4961,1.111653,5.756012,3.86E-02,5.026556,0.2156956,0.03857705
4963,1.114044,5.743142,4.08E-02,5.015915,0.2151746,0.04084746
4965,1.115235,5.739777,4.31E-02,5.015262,0.2169197,0.04311787
4967,1.115215,5.740006,4.14E-02,5.016143,0.2184054,0.04140983
4969,1.115186,5.743522,3.96E-02,5.020257,0.2152391,0.03957188
4971,1.115157,5.745374,3.77E-02,5.0365,0.2152537,0.03773393
4973,1.115192,5.745494,0.0628902,5.13984,0.2152683,0.0628902
4975,1.115293,5.788056,7.64E-02,5.169407,0.1691671,0.07639397
4977,1.115208,5.821974,8.31E-02,5.191529,0.1961831,0.08307695
4979,1.114942,5.872257,8.29E-02,5.253596,0.2400394,0.08294381
4981,1.114947,5.983353,8.05E-02,5.257894,0.24236,0.08049411
4983,1.111509,6.068095,7.26E-02,5.198907,0.2481469,0.07263787
4985,1.109751,6.0665,6.69E-02,5.177018,0.2643681,0.06690957
4987,1.108112,6.062714,5.06E-02,5.187449,0.2406275,0.05055589
4989,1.098119,6.056899,2.63E-02,5.149598,0.2393618,0.02627769
4991,1.089792,6.058208,2.44E-02,5.126944,0.2418763,0.02435895
4993,1.082761,6.068593,2.23E-02,5.129471,0.2432674,0.02227985
4995,1.076299,6.078979,2.03E-02,5.22695,0.2464263,0.02031947
4997,1.066873,6.082219,1.93E-02,5.154974,0.1746724,0.01927084
4999,1.05557,6.006516,1.70E-02,4.997464,0.1838828,0.01695419
5001,1.045767,5.880268,1.55E-02,4.977274,0.2045187,0.01548207
5003,1.036657,5.885972,1.40E-02,5.008089,0.2237256,0.01400998
5005,1.028146,5.904361,1.21E-02,5.005392,0.2282096,0.01213367
5007,1.018856,5.935788,1.03E-02,4.973782,0.2326823,0.01025852
5009,1.010975,6.098592,8.95E-03,4.877597,0.2154451,0.00895223
5011,1.002559,6.276482,8.21E-03,4.87744,0.2154633,0.008214789
5013,0.9941717,6.459482,7.48E-03,4.882289,0.2154816,0.007477349
5015,0.9858072,6.496311,6.74E-03,4.885173,0.2381932,0.006739908
5017,0.9771448,6.542675,6.00E-03,4.949336,0.2585679,0.006002467
5019,0.9234374,6.554222,5.43E-03,4.960319,0.2746409,0.005434839
5021,0.8564053,6.55412,4.87E-03,5.000159,0.2782652,0.00486721
5023,0.7747324,6.551933,4.30E-03,5.064554,0.2541754,0.004299582
5025,0.6153566,6.581911,3.73E-03,5.078349,0.2544301,0.003731953
5027,0.5219137,6.58302,2.45E-03,5.132035,0.254788,0.002453452
5029,0.4964802,6.582215,9.67E-04,5.145288,0.2611727,0.000967019
5031,0.4700955,6.590224,1.25E-03,5.251503,0.2708858,0.001248719
5033,0.4448449,6.605029,5.82E-04,5.230196,0.2919766,0.000581768
5035,0.4212362,6.618245,3.93E-04,5.217553,0.2786126,0.000392713
5037,0.3997373,6.620936,3.04E-04,5.148274,0.2701592,0.000304499
5039,0.3872803,6.619154,5.77E-03,5.1566,0.2662927,0.005768151
5041,0.3833259,6.612469,5.63E-03,5.156024,0.2670133,0.005628448
5043,0.3805036,6.588695,7.15E-03,5.273712,0.2677339,0.00714605
5045,0.3766513,6.588475,1.09E-02,5.372641,0.275308,0.01088145
5047,0.3726551,6.584758,2.24E-02,5.411585,0.2829228,0.02237008
5049,0.3684087,6.600495,2.91E-02,5.456623,0.2879411,0.02905771
5051,0.3641837,6.742845,3.62E-02,5.502946,0.2872388,0.03620883
5053,0.3601504,6.874211,4.75E-02,5.626322,0.3016147,0.04752258
5055,0.3562859,6.962443,5.57E-02,5.722048,0.3299968,0.05571671
5057,0.3495978,6.983589,6.04E-02,5.584344,0.3350762,0.06041105
5059,0.3409993,7.011425,6.44E-02,5.460088,0.3375405,0.06436826
5061,0.3332005,7.047161,6.69E-02,5.462007,0.3413,0.06693836
5063,0.3272277,7.056538,7.02E-02,5.42769,0.3424394,0.07015988
5065,0.3231326,7.06733,0.0745984,5.434475,0.3435028,0.0745984
5067,0.3139043,6.732481,7.00E-02,5.431074,0.3447715,0.07001586
5069,0.3240207,6.728775,6.50E-02,5.470337,0.3481086,0.06496746
5071,0.3311733,6.746102,6.39E-02,5.527156,0.3685966,0.06393862
5073,0.3489116,6.762385,6.29E-02,5.682683,0.3853391,0.06290977
5075,0.3597524,6.774716,6.19E-02,5.760787,0.3657705,0.06188092
5077,0.3689693,6.787806,6.09E-02,5.747566,0.3603338,0.06085207
5079,0.3749477,6.797333,6.34E-02,5.731351,0.3696824,0.06343955
5081,0.3815594,6.86241,6.91E-02,5.764012,0.3934452,0.06910305
5083,0.4006876,6.902807,7.90E-02,5.830387,0.4014249,0.07898647
5085,0.4164664,6.934007,0.0822681,5.865638,0.3756737,0.0822681
5087,0.4241836,6.949394,8.50E-02,5.90211,0.3791649,0.08497864
5089,0.4405378,6.958679,8.75E-02,5.926669,0.3837133,0.08752429
5091,0.4595785,6.960278,8.99E-02,5.92504,0.3889566,0.08990505
5093,0.4686326,6.958416,0.0922858,5.918345,0.393916,0.0922858
5095,0.4716538,6.95565,9.50E-02,6.018444,0.4004824,0.09498182
5097,0.4777355,6.956329,9.25E-02,6.039135,0.4114379,0.09245615
5099,0.4855884,6.958824,8.88E-02,6.067875,0.4214275,0.08876816
5101,0.5007588,6.96723,8.98E-02,6.085192,0.4463024,0.08984354
5103,0.5112728,6.965855,9.41E-02,6.086328,0.4707901,0.09408737
5105,0.5237535,6.969943,0.1361694,6.096033,0.5004342,0.1361694
5107,0.5280576,6.972728,0.1297261,6.099194,0.5250624,0.1297261
5109,0.5312909,6.969761,0.1233114,6.098011,0.5267157,0.1233114
5111,0.5254142,6.961637,0.1171225,6.096457,0.5264233,0.1171225
5113,0.5204056,6.952628,0.1109223,6.091696,0.5660108,0.1109223
5115,0.5195288,6.946999,0.1047662,6.085938,0.6300282,0.1047662
5117,0.5092359,6.919636,9.83E-02,6.055737,0.6077617,0.09825584
5119,0.502489,6.895376,9.17E-02,6.036807,0.624129,0.09171005
5121,0.5060754,6.874654,8.51E-02,6.020036,0.6212149,0.08512883
5123,0.5119909,6.87791,7.73E-02,6.025505,0.6191664,0.07732369
5125,0.5169526,6.804468,7.38E-02,6.029426,0.616541,0.07376123
5127,0.5147536,6.638268,7.24E-02,5.962924,0.6080222,0.07236141
5129,0.5106071,6.487118,6.97E-02,5.904976,0.5912391,0.06972471
5131,0.5129282,6.387137,6.75E-02,5.87843,0.5896698,0.06747209
5133,0.5179709,6.294824,6.44E-02,5.817025,0.5809456,0.06435505
5135,0.5231023,6.201665,6.15E-02,5.80087,0.5639949,0.06145088
5137,0.5274423,6.098289,5.97E-02,5.749658,0.5621602,0.05968166
5139,0.5309345,6.05085,5.86E-02,5.701136,0.5551023,0.05860552
5141,0.5340014,6.055356,5.82E-02,5.639986,0.5252037,0.05816673
5143,0.5385578,6.014277,5.87E-02,5.520892,0.474612,0.05871481
5145,0.544728,5.97752,5.99E-02,5.530389,0.4632971,0.05985634
5147,0.560381,6.018397,6.12E-02,5.514487,0.4557642,0.06118702
5149,0.5660307,6.045104,6.35E-02,5.531971,0.4520136,0.06349889
5151,0.5705233,6.079973,6.48E-02,5.542483,0.4490569,0.06478033
5153,0.583616,6.116906,6.80E-02,5.579542,0.4509797,0.06797807
5155,0.5924394,6.137855,6.99E-02,5.602998,0.4535701,0.06986108
5157,0.5998873,6.187159,0.0712809,5.61713,0.4597938,0.0712809
5159,0.6231109,6.349505,7.11E-02,5.6375,0.4444191,0.07107014
5161,0.6534315,6.493365,6.85E-02,5.654031,0.4392341,0.06852401
5163,0.6842577,6.613737,6.87E-02,5.631674,0.4338597,0.06868719
5165,0.7191299,6.695476,7.39E-02,5.767777,0.4533128,0.07389699
5167,0.7554697,6.700682,7.88E-02,5.85136,0.4570145,0.07877924
5169,0.7950091,6.705462,8.28E-02,5.91721,0.455326,0.08278645
5171,0.8115538,6.701306,8.33E-02,5.928634,0.457529,0.08328996
5173,0.8270457,6.693412,7.40E-02,5.936567,0.4369655,0.07404038
5175,0.8414847,6.794595,0.0615711,5.941712,0.4427953,0.0615711
5177,0.8561053,6.894327,6.23E-02,5.904283,0.4486263,0.06233359
5179,0.8758864,7.069822,8.09E-02,5.723093,0.4239643,0.08088302
5181,0.9003756,7.059588,8.36E-02,5.627399,0.4116311,0.08363826
5183,0.9247957,7.050068,8.69E-02,5.598675,0.4092253,0.08691272
5185,0.9440219,7.057099,8.44E-02,5.589893,0.4435995,0.08437706
5187,0.9578525,7.057,7.63E-02,5.611481,0.4117589,0.07633573
5189,0.971339,7.066482,7.53E-02,5.633806,0.3896898,0.07532743
5191,0.9856547,7.090354,7.43E-02,5.606767,0.3810839,0.07431913
5193,1.000802,7.118215,7.33E-02,5.636228,0.3803244,0.07330967
5195,1.015395,7.155879,7.28E-02,5.607394,0.3795649,0.07275408
5197,1.036425,7.189636,0.0772194,5.670096,0.3788054,0.0772194
5199,1.055728,7.205897,8.16E-02,5.787392,0.3781558,0.08156393
5201,1.116984,7.225043,8.57E-02,5.83652,0.3798346,0.08569065
5203,1.180791,7.232503,9.32E-02,5.881754,0.3835599,0.09315077
5205,1.236521,7.230903,9.84E-02,5.922151,0.3868057,0.09837094
5207,1.24827,7.27865,0.104989,5.967009,0.3900682,0.104989
5209,1.259367,7.348423,0.155145,6.000955,0.3945602,0.155145
5211,1.272024,7.640949,0.1593872,5.970576,0.4002817,0.1593872
5213,1.28528,7.637537,0.1516606,5.751041,0.4036552,0.1516606
5215,1.298848,7.636229,0.1439339,5.752809,0.4070273,0.1439339
5217,1.311706,7.637622,0.1362073,5.754692,0.410403,0.1362073
5219,1.324067,7.62043,0.1402372,5.744146,0.4138037,0.1402372
5221,1.338013,7.634393,0.1443577,5.70432,0.3887261,0.1443577
5223,1.354861,7.684031,0.1510889,5.66217,0.3922806,0.1510889
5225,1.370801,7.741181,0.1549103,5.622927,0.3958512,0.1549103
5227,1.386732,7.805846,0.1499416,5.610041,0.3994379,0.1499416
5229,1.402913,7.870977,0.1395857,5.613966,0.3773918,0.1395857
5231,1.410369,7.532561,0.1317462,5.629561,0.3618476,0.1317462
5233,1.416078,7.49483,0.1286762,5.515415,0.367865,0.1286762
5235,1.422989,7.519733,0.1297088,5.552941,0.3307575,0.1297088
5237,1.430278,7.589777,0.1308029,5.687895,0.3380661,0.1308029
5239,1.436932,7.563526,0.1825534,5.782051,0.3195299,0.1825534
5241,1.443738,7.313883,0.1666844,5.819644,0.2808995,0.1666844
5243,1.450482,7.128754,0.1026181,5.81833,0.2804498,0.1026181
5245,1.457774,7.072227,9.64E-02,5.77709,0.2830594,0.09644774
5247,1.464728,6.947686,9.12E-02,5.800004,0.2863611,0.09118343
5249,1.471737,6.957015,0.0873663,5.806622,0.2889318,0.0873663
5251,1.482125,6.954103,7.66E-02,5.792727,0.2915531,0.07659966
5253,1.489705,6.940674,7.51E-02,5.738462,0.297053,0.07512546
5255,1.495621,6.878131,7.14E-02,5.705359,0.2982151,0.07142972
5257,1.501553,6.809706,6.91E-02,5.679885,0.2991346,0.06910468
5259,1.506588,6.729785,6.58E-02,5.809488,0.3008229,0.06575879
5261,1.514645,6.644636,6.37E-02,5.780906,0.2891122,0.06366283
5263,1.519315,6.564664,6.30E-02,5.758156,0.2575302,0.06303274
5265,1.521503,6.454599,6.23E-02,5.711409,0.2529604,0.06234581
5267,1.524023,6.440988,5.36E-02,5.71983,0.2485258,0.05357696
5269,1.511757,6.419649,2.94E-02,5.695996,0.2421886,0.02937348
5271,1.506083,6.307767,2.89E-02,5.665948,0.2327101,0.02889267
5273,1.493054,6.255121,2.84E-02,5.610058,0.2204051,0.02841185
5275,1.486718,6.229868,2.79E-02,5.556009,0.2238227,0.02793104
5277,1.482006,6.20902,0.0268037,5.529609,0.2311843,0.0268037
5279,1.476868,6.188403,2.50E-02,5.505734,0.2382099,0.02502984
5281,1.468927,6.147296,0.0216294,5.503657,0.2186675,0.0216294
5283,1.44648,6.102487,1.98E-02,5.53912,0.217007,0.01983493
5285,1.432694,6.104755,1.72E-02,5.476269,0.2157168,0.01718589
5287,1.426772,6.107586,1.62E-02,5.425126,0.2146157,0.01623845
5289,1.412007,6.101409,1.53E-02,5.401321,0.2248952,0.01529101
